CustomerID,SignupDate,LastPurchaseDate,TenureMonths,MonthlyCharges,ContractType,SupportCalls,Churn
CUST_0760,2020-03-01,2020-09-27,44,13.3,Month-to-month,1,1
CUST_0761,2020-05-16,2023-05-31,59,19.72,Month-to-month,1,0
CUST_0762,2020-04-14,2023-04-29,20,40.5,Two year,1,0
CUST_0763,2021-05-12,2025-08-19,50,82.23,Month-to-month,2,0
CUST_0764,2020-01-13,2022-05-02,14,61.48,Two year,3,1
CUST_0765,2020-11-03,2024-02-16,2,56.14,Month-to-month,3,0
CUST_0766,2021-06-08,2024-04-23,9,36.41,Month-to-month,1,1
CUST_0767,2022-02-03,2024-02-23,37,93.86,Month-to-month,2,0
CUST_0768,2020-06-01,2022-11-18,20,45.73,Month-to-month,1,1
CUST_0769,2021-09-20,2025-04-02,26,17.84,Month-to-month,2,0
CUST_0770,2020-02-12,2024-12-17,29,65.54,Month-to-month,0,0
CUST_0771,2021-11-14,2022-10-10,1,20.25,Month-to-month,1,1
CUST_0772,2020-02-19,2024-07-27,55,41.07,Month-to-month,0,0
CUST_0773,2020-07-03,2021-10-26,35,55.67,One year,1,1
CUST_0774,2021-08-05,2022-09-29,6,88.68,One year,1,0
CUST_0775,2020-02-29,2020-10-26,37,54.42,One year,1,0
CUST_0776,2020-04-05,2023-05-20,53,73.2,Month-to-month,0,1
CUST_0777,2021-04-12,2024-08-24,59,99.35,Month-to-month,2,0
CUST_0778,2021-04-09,2025-02-17,5,21.83,One year,1,1
CUST_0779,2021-01-09,2021-12-05,33,34.73,Month-to-month,3,0
CUST_0780,2021-03-08,2023-09-24,49,45.51,Month-to-month,0,1
CUST_0781,2020-10-12,2022-10-02,51,47.96,Two year,1,0
CUST_0782,2020-04-15,2023-05-30,14,46.99,One year,4,0
CUST_0783,2020-06-03,2021-10-26,12,91.68,Month-to-month,1,0
CUST_0784,2020-03-14,2021-05-08,42,74.26,Month-to-month,0,1
CUST_0785,2022-05-22,2024-12-07,20,64.71,One year,1,0
CUST_0786,2020-11-15,2021-04-14,53,37.84,Month-to-month,1,0
CUST_0787,2020-07-05,2025-03-11,50,84.14,One year,2,0
CUST_0788,2020-08-14,2024-02-25,24,95.96,One year,2,1
CUST_0789,2022-12-10,2026-05-23,59,83.91,Two year,3,1
CUST_0790,2020-03-01,2024-05-09,43,10.14,Month-to-month,3,1
CUST_0791,2020-11-18,2023-09-04,34,67.28,Month-to-month,2,0
CUST_0792,2020-09-14,2023-06-01,25,14.6,One year,1,1
CUST_0793,2020-12-11,2023-12-26,50,33.18,One year,3,0
CUST_0794,2020-01-07,2024-07-14,29,15.36,One year,1,1
CUST_0795,2022-01-20,2026-05-29,57,64.34,Month-to-month,1,0
CUST_0796,2022-09-08,2027-04-15,39,71.79,Month-to-month,1,0
CUST_0797,2020-10-30,2021-02-27,31,20.3,Two year,1,0
CUST_0798,2021-03-11,2022-08-03,56,44.55,One year,1,0
CUST_0799,2022-07-22,2023-10-15,47,51.06,Two year,0,1
CUST_0800,2021-03-24,2021-10-20,43,43.21,One year,3,1
CUST_0801,2020-03-01,2022-02-19,50,20.89,Month-to-month,3,1
CUST_0802,2020-11-09,2023-05-28,23,47.71,One year,3,0
CUST_0803,2020-12-06,2022-12-26,44,77.61,Two year,2,0
CUST_0804,2020-07-20,2024-09-27,38,16.39,Month-to-month,1,0
CUST_0805,2021-05-01,2023-01-21,20,17.22,One year,1,0
CUST_0806,2022-09-21,2025-03-09,23,41.93,Month-to-month,1,0
CUST_0807,2022-08-06,2026-01-17,45,94.76,Month-to-month,2,0
CUST_0808,2020-08-06,2021-05-03,52,70.17,One year,0,0
CUST_0809,2020-02-13,2024-08-20,16,71.08,Month-to-month,0,1
CUST_0810,2024-03-09,2028-10-14,50,42.57,Month-to-month,2,0
CUST_0811,2021-10-28,2022-09-23,42,63.43,Month-to-month,0,0
CUST_0812,2020-02-18,2024-05-27,55,10.91,Month-to-month,4,0
CUST_0813,2022-07-14,2024-10-01,8,67.25,Month-to-month,0,0
CUST_0814,2022-01-14,2022-06-13,50,92.2,Month-to-month,0,1
CUST_0815,2020-09-24,2025-06-30,21,65.13,Two year,1,1
CUST_0816,2020-11-22,2022-06-15,1,88.63,Month-to-month,1,0
CUST_0817,2020-07-04,2020-11-01,55,75.16,Month-to-month,4,0
CUST_0818,2020-01-21,2021-11-11,8,20.85,Month-to-month,1,1
CUST_0819,2020-05-29,2021-01-24,29,91.22,One year,1,0
CUST_0820,2021-08-15,2026-04-21,32,15.98,Month-to-month,2,0
CUST_0821,2020-01-02,2024-10-07,38,58.06,Two year,1,0
CUST_0822,2020-05-28,2022-09-15,5,22.79,One year,5,1
CUST_0823,2020-07-04,2021-09-27,47,11.05,One year,3,0
CUST_0824,2020-10-08,2025-02-14,22,47.98,Month-to-month,4,0
CUST_0825,2022-07-10,2026-03-21,47,36.55,One year,2,0
CUST_0826,2020-06-04,2022-02-24,34,53.74,Month-to-month,1,0
CUST_0827,2020-06-04,2020-12-31,1,61.95,Two year,1,0
CUST_0828,2021-05-03,2026-02-06,55,13.94,One year,2,0
CUST_0829,2020-08-07,2022-02-28,55,21.07,Month-to-month,1,0
CUST_0830,2020-04-02,2024-05-11,26,60.28,Month-to-month,2,0
CUST_0831,2020-08-07,2021-09-01,43,40.89,Month-to-month,2,0
CUST_0832,2020-02-25,2023-04-10,10,75.63,One year,1,1
CUST_0833,2020-03-11,2023-02-24,30,68.71,Month-to-month,1,0
CUST_0834,2020-09-08,2024-09-17,50,86.1,Month-to-month,1,0
CUST_0835,2020-07-17,2023-04-03,18,72.32,Month-to-month,3,0
CUST_0836,2022-06-18,2023-04-14,17,48.69,One year,1,1
CUST_0837,2020-06-13,2024-10-20,26,70.57,Two year,2,0
CUST_0838,2020-11-13,2024-01-27,8,34.78,One year,3,1
CUST_0839,2020-12-31,2023-08-18,47,37.57,One year,1,1
CUST_0840,2020-01-05,2022-06-23,40,81.01,Month-to-month,0,0
CUST_0841,2021-02-01,2025-11-07,49,50.18,Month-to-month,3,0
CUST_0842,2020-03-12,2024-07-19,12,81.85,One year,2,0
CUST_0843,2023-03-30,2026-10-10,27,84.02,Month-to-month,1,1
CUST_0844,2020-02-28,2022-11-14,8,87.18,Month-to-month,2,0
CUST_0845,2020-07-14,2024-07-23,25,92.5,Month-to-month,0,1
CUST_0846,2020-02-02,2020-07-31,46,48.79,Month-to-month,0,0
CUST_0847,2025-10-06,2030-06-12,4,38.7,Month-to-month,0,0
CUST_0848,2020-09-11,2024-08-21,33,62.4,Two year,2,0
CUST_0849,2020-11-26,2025-04-04,1,43.41,Month-to-month,0,1
CUST_0850,2020-01-26,2021-11-16,19,64.1,Month-to-month,2,1
CUST_0851,2021-05-20,2025-01-29,31,73.5,Month-to-month,1,0
CUST_0852,2020-03-26,2024-10-01,16,71.96,One year,1,1
CUST_0853,2022-04-13,2022-10-10,14,43.71,Month-to-month,3,0
CUST_0854,2020-03-24,2024-07-31,53,25.02,Two year,1,0
CUST_0855,2020-03-18,2022-03-08,48,48.75,Two year,1,1
CUST_0856,2020-01-14,2020-03-14,5,22.83,Month-to-month,0,0
CUST_0857,2020-08-21,2025-05-27,41,90.11,Two year,4,0
CUST_0858,2020-10-30,2023-11-14,26,41.13,Two year,0,1
CUST_0859,2020-01-25,2021-08-17,28,23.9,Two year,4,1
CUST_0860,2021-06-29,2024-03-15,2,12.29,Two year,1,1
CUST_0861,2020-08-08,2024-07-18,50,68.12,Month-to-month,2,0
CUST_0862,2020-09-28,2024-04-10,6,67.32,Month-to-month,1,0
CUST_0863,2020-07-31,2024-02-11,9,40.65,Month-to-month,1,1
CUST_0864,2020-07-05,2022-11-22,33,16.45,Month-to-month,1,1
CUST_0865,2020-10-26,2022-02-18,41,46.87,Two year,1,0
CUST_0866,2020-03-02,2024-12-06,25,38.01,Month-to-month,1,0
CUST_0867,2020-03-14,2020-12-09,48,70.94,One year,1,0
CUST_0868,2021-12-23,2024-10-08,13,64.52,Two year,0,0
CUST_0869,2022-12-02,2024-06-24,9,42.81,Two year,3,1
CUST_0870,2020-06-19,2021-11-11,53,29.61,Two year,1,0
CUST_0871,2020-04-25,2023-12-06,13,98.92,Month-to-month,0,0
CUST_0872,2021-01-11,2024-07-24,31,50.86,Month-to-month,3,1
CUST_0873,2020-07-10,2022-08-29,41,71.94,Month-to-month,1,0
CUST_0874,2020-01-10,2024-10-15,11,22.65,Month-to-month,2,0
CUST_0875,2020-03-02,2024-12-06,4,53.7,Month-to-month,1,0
CUST_0876,2021-04-04,2025-03-14,34,12.48,Month-to-month,2,1
CUST_0877,2021-01-27,2023-12-13,38,55.49,One year,1,0
CUST_0878,2020-01-11,2021-11-01,46,96.76,Month-to-month,2,0
CUST_0879,2020-04-01,2022-10-18,4,44.58,Month-to-month,4,0
CUST_0880,2020-04-05,2020-12-31,38,13.51,One year,0,0
CUST_0881,2021-02-10,2021-12-07,19,12.79,Month-to-month,1,1
CUST_0882,2020-01-08,2023-01-22,6,44.92,Month-to-month,0,1
CUST_0883,2020-02-10,2020-07-09,34,24.4,One year,0,0
CUST_0884,2021-08-10,2026-05-16,18,12.1,One year,2,1
CUST_0885,2020-03-12,2023-06-25,13,78.06,One year,0,0
CUST_0886,2021-01-21,2024-11-01,41,51.27,Month-to-month,1,0
CUST_0887,2020-04-09,2022-12-25,23,36.03,Two year,0,0
CUST_0888,2020-02-08,2022-12-24,19,91.01,One year,0,0
CUST_0889,2020-04-11,2023-03-27,45,20.45,Month-to-month,3,0
CUST_0890,2021-04-12,2022-08-05,11,96.03,One year,3,1
CUST_0891,2021-12-07,2025-02-19,1,38.26,Two year,1,0
CUST_0892,2021-10-09,2024-12-22,24,89.96,Month-to-month,3,0
CUST_0893,2020-07-03,2024-11-09,54,64.26,Month-to-month,1,0
CUST_0894,2021-02-06,2022-01-02,7,84.4,Two year,5,1
CUST_0895,2020-03-24,2021-11-14,25,98.56,One year,1,0
CUST_0896,2020-05-06,2023-07-20,21,35.96,Month-to-month,3,1
CUST_0897,2022-04-07,2023-09-29,15,96.5,One year,1,1
CUST_0898,2020-01-05,2020-03-05,1,45.05,Month-to-month,2,1
CUST_0899,2020-02-02,2021-06-26,12,44.7,Month-to-month,1,0
CUST_0900,2020-03-26,2024-07-03,58,40.63,Month-to-month,2,1
CUST_0901,2020-01-10,2024-02-18,7,58.73,Two year,0,1
CUST_0902,2020-03-14,2021-09-05,15,23.87,Two year,2,1
CUST_0903,2020-11-15,2024-08-26,21,59.83,Month-to-month,1,1
CUST_0904,2020-07-18,2020-12-15,19,58.75,Month-to-month,1,0
CUST_0905,2022-03-25,2023-06-18,29,78.57,Month-to-month,2,1
CUST_0906,2021-09-12,2022-04-10,25,85.03,Two year,1,1
CUST_0907,2020-06-01,2024-04-11,33,49.64,Two year,2,0
CUST_0908,2020-04-19,2021-09-11,49,37.21,One year,0,0
CUST_0909,2020-06-23,2024-08-31,32,33.34,Two year,0,0
CUST_0910,2020-11-21,2024-10-01,49,27.52,One year,2,0
CUST_0911,2020-04-23,2023-10-05,35,15.19,Month-to-month,1,1
CUST_0912,2020-12-23,2024-02-06,44,40.82,Month-to-month,1,0
CUST_0913,2020-07-11,2024-06-20,38,34.32,Month-to-month,4,1
CUST_0914,2020-10-20,2024-09-29,26,96.98,One year,2,0
CUST_0915,2020-07-28,2021-06-23,11,60.19,One year,1,0
CUST_0916,2020-05-07,2023-12-18,35,41.25,Month-to-month,1,1
CUST_0917,2022-12-18,2023-09-14,8,62.24,Two year,1,0
CUST_0918,2021-06-10,2021-12-07,46,22.53,Month-to-month,2,0
CUST_0919,2020-02-25,2023-11-06,14,49.96,Month-to-month,1,0
CUST_0920,2022-01-10,2026-06-18,10,66.36,One year,3,0
CUST_0921,2020-08-31,2020-08-31,2,54.0,One year,0,0
CUST_0922,2022-04-01,2026-03-11,46,46.16,One year,0,1
CUST_0923,2021-08-10,2024-06-25,9,99.45,Month-to-month,4,1
CUST_0924,2020-07-21,2022-03-13,3,89.23,Month-to-month,2,0
CUST_0925,2020-01-09,2022-12-24,21,66.11,One year,2,0
CUST_0926,2020-04-24,2024-07-02,26,61.24,Month-to-month,1,0
CUST_0927,2020-10-11,2022-09-01,8,65.86,Month-to-month,3,0
CUST_0928,2021-01-01,2025-06-09,48,28.12,One year,3,0
CUST_0929,2020-04-18,2022-04-08,2,45.56,Month-to-month,2,0
CUST_0930,2020-02-24,2020-08-22,6,13.55,One year,0,0
CUST_0931,2021-10-19,2025-03-02,28,52.8,Two year,0,0
CUST_0932,2024-02-27,2025-06-21,53,58.87,Month-to-month,0,0
CUST_0933,2020-09-29,2023-01-17,29,30.5,Month-to-month,1,1
CUST_0934,2020-03-09,2022-07-27,26,96.76,One year,0,0
CUST_0935,2020-04-26,2020-10-23,25,91.85,One year,2,1
CUST_0936,2020-01-07,2022-08-24,12,74.99,One year,0,0
CUST_0937,2022-06-15,2022-12-12,5,58.0,Two year,4,0
CUST_0938,2020-02-15,2024-10-21,34,88.3,Two year,0,0
CUST_0939,2020-11-09,2022-09-30,48,21.76,Two year,0,0
CUST_0940,2020-04-26,2021-02-20,37,81.15,Month-to-month,0,0
CUST_0941,2020-10-21,2021-06-18,15,21.23,Month-to-month,2,1
CUST_0942,2021-01-19,2021-12-15,44,81.48,Month-to-month,0,0
CUST_0943,2021-10-08,2024-07-24,36,34.82,Month-to-month,2,0
CUST_0944,2020-03-25,2020-06-23,15,88.94,Month-to-month,1,1
CUST_0945,2020-01-05,2022-11-20,43,94.96,Month-to-month,2,1
CUST_0946,2020-02-23,2022-05-13,48,23.39,Two year,1,0
CUST_0947,2022-04-20,2026-11-25,23,51.64,Month-to-month,2,0
CUST_0948,2022-01-25,2023-01-20,6,98.29,Month-to-month,3,0
CUST_0949,2020-11-28,2022-09-19,46,53.51,Month-to-month,0,0
CUST_0950,2020-11-30,2022-05-24,50,87.72,Month-to-month,3,0
CUST_0951,2021-02-03,2024-06-17,44,62.99,Month-to-month,3,0
CUST_0952,2020-03-11,2023-02-24,59,43.78,Month-to-month,2,0
CUST_0953,2022-06-16,2025-07-30,43,35.72,Month-to-month,1,0
CUST_0954,2020-07-17,2022-06-07,45,28.29,One year,1,1
CUST_0955,2020-06-25,2021-09-18,21,78.56,Two year,3,0
CUST_0956,2020-09-24,2023-05-12,23,44.79,Two year,2,0
CUST_0957,2020-01-18,2020-12-13,43,56.01,One year,1,0
CUST_0958,2020-03-07,2022-11-22,55,54.31,Month-to-month,2,0
CUST_0959,2021-05-03,2021-10-30,16,61.96,Two year,0,1
CUST_0960,2020-02-01,2020-11-27,47,87.9,Two year,0,1
CUST_0961,2020-12-03,2023-05-22,53,98.27,Month-to-month,3,0
CUST_0962,2020-04-12,2022-07-31,15,46.68,One year,1,1
CUST_0963,2020-06-28,2021-06-23,25,84.48,Month-to-month,2,0
CUST_0964,2020-05-04,2022-10-21,36,78.81,Two year,1,0
CUST_0965,2020-06-09,2020-07-09,11,61.62,Two year,1,0
CUST_0966,2021-04-08,2024-05-22,51,96.04,Month-to-month,1,1
CUST_0967,2020-05-08,2021-07-02,15,28.04,Two year,4,1
CUST_0968,2020-11-01,2025-06-08,4,19.83,One year,0,0
CUST_0969,2020-08-23,2021-06-19,21,86.86,Two year,1,0
CUST_0970,2021-02-01,2023-10-19,13,49.52,Month-to-month,3,0
CUST_0971,2022-10-05,2025-11-18,22,86.23,Two year,0,0
CUST_0972,2021-04-26,2021-07-25,19,90.38,Month-to-month,1,0
CUST_0973,2020-03-29,2021-01-23,34,15.62,Month-to-month,1,0
CUST_0974,2020-01-12,2022-05-01,14,89.51,Month-to-month,0,0
CUST_0975,2020-04-21,2020-05-21,4,50.35,Two year,3,0
CUST_0976,2020-11-25,2022-02-18,48,55.94,Two year,0,1
CUST_0977,2020-01-20,2023-03-05,53,66.39,Two year,2,1
CUST_0978,2020-09-07,2021-09-02,52,93.37,Two year,0,0
CUST_0979,2020-11-27,2023-11-12,46,11.72,Month-to-month,2,0
CUST_0980,2020-05-28,2021-09-20,27,52.92,Month-to-month,1,1
CUST_0981,2021-06-21,2023-02-11,29,71.89,Month-to-month,3,1
CUST_0982,2020-02-11,2023-08-24,47,75.04,Month-to-month,3,0
CUST_0983,2020-01-29,2024-12-03,28,72.33,Month-to-month,2,1
CUST_0984,2021-04-20,2022-10-12,35,22.1,Month-to-month,3,0
CUST_0985,2020-09-06,2021-03-05,8,36.95,Month-to-month,2,0
CUST_0986,2021-03-01,2024-03-15,16,42.28,Month-to-month,1,0
CUST_0987,2020-07-27,2021-02-22,42,82.4,Month-to-month,0,0
CUST_0988,2020-04-13,2021-04-08,36,35.09,Month-to-month,2,0
CUST_0989,2021-09-16,2024-08-31,30,28.96,Two year,0,0
CUST_0990,2021-08-09,2021-09-08,18,96.17,One year,1,0
CUST_0991,2021-03-09,2024-06-21,2,10.8,Two year,0,0
CUST_0992,2020-04-25,2021-02-19,49,99.8,Month-to-month,0,0
CUST_0993,2020-11-21,2022-10-12,13,70.91,Month-to-month,4,1
CUST_0994,2020-06-12,2020-11-09,4,84.56,One year,2,1
CUST_0995,2020-02-05,2022-02-24,26,36.52,Month-to-month,0,1
CUST_0996,2022-06-28,2022-12-25,25,11.29,Month-to-month,3,1
CUST_0997,2020-02-23,2024-09-29,30,76.41,Month-to-month,0,0
CUST_0998,2022-12-31,2026-02-13,11,85.07,Month-to-month,1,0
CUST_0999,2020-08-03,2022-01-25,7,76.64,Month-to-month,2,0
